Nom_complet,Age,Ville,Salaire,Statut
Xavier Hamel,27.0,Lille,58595.0,Divorcé(e)
Édouard Leconte,36.0,Marseille,45121.0,Marié(e)
Théophile Gilles,49.0,Lille,57487.0,Divorcé(e)
Martin Marques,18.0,Lyon,48411.0,Célibataire
Susanne Germain,22.0,Marseille,53361.0,Divorcé(e)
William Parent,62.0,Lyon,41223.0,Célibataire
René Grondin,,Paris,27394.0,Célibataire
Michèle Muller,33.0,Lyon,34056.0,Marié(e)
Virginie Lombard,41.0,Paris,48380.0,Marié(e)
Audrey Marty,33.0,Paris,46035.0,Marié(e)
,19.0,Lyon,50620.0,Marié(e)
Frédérique Leduc,45.0,,39877.0,Divorcé(e)
,49.0,Lille,79945.0,Divorcé(e)
,44.0,Lille,75316.0,Divorcé(e)
Victor Bonnet,37.0,Paris,63404.0,Célibataire
Susan Dijoux,41.0,Paris,71824.0,Divorcé(e)
Zacharie Marie,29.0,Marseille,73352.0,Divorcé(e)
Théodore Diaz,52.0,Bordeaux,50911.0,Divorcé(e)
Franck Clément,50.0,Lyon,,Marié(e)
Honoré Valentin,50.0,Paris,23191.0,Divorcé(e)
Andrée Couturier,60.0,Lille,53160.0,Célibataire
Roland Guilbert,54.0,Marseille,45000.0,Marié(e)
Anne Fernandez,29.0,Lyon,59040.0,
Emmanuelle Potier,20.0,Marseille,69723.0,Divorcé(e)
Jules Laurent,18.0,Lyon,23631.0,Marié(e)
Timothée Richard,50.0,Lyon,26172.0,
Vincent Techer,57.0,Paris,62080.0,Divorcé(e)
Françoise Gautier,27.0,Marseille,43561.0,Célibataire
Élise Legros,60.0,Marseille,44817.0,Célibataire
Noémi Guillet,61.0,Lille,,Célibataire
Constance Schmitt,46.0,Lille,,Divorcé(e)
Adèle Gimenez,30.0,Paris,77275.0,Divorcé(e)
Valentine Denis,29.0,Paris,71431.0,Célibataire
,48.0,,45364.0,Marié(e)
Sébastien Legros,63.0,Lille,76603.0,Marié(e)
,19.0,Lyon,61674.0,Divorcé(e)
Adèle Arnaud,52.0,Marseille,47425.0,Divorcé(e)
Camille Schmitt,40.0,Paris,69927.0,Divorcé(e)
Dorothée Blanchet,34.0,Marseille,,Divorcé(e)
Juliette Gaudin,43.0,Marseille,43253.0,Divorcé(e)
Stéphanie Antoine,25.0,Bordeaux,71399.0,Marié(e)
Aurélie Morvan,46.0,Lille,,Divorcé(e)
Antoinette Daniel,43.0,Paris,69230.0,Célibataire
Bernard Leroux,27.0,Marseille,28080.0,Célibataire
Frédérique Rodriguez,43.0,Paris,27099.0,Marié(e)
Simone Gautier,51.0,Lyon,73078.0,Célibataire
Alice Marin,58.0,Bordeaux,45431.0,Marié(e)
Michèle Valette,24.0,,76492.0,Marié(e)
Grégoire Rodriguez,21.0,Paris,51186.0,Célibataire
Christelle Tessier,62.0,Paris,67684.0,Divorcé(e)
Madeleine Girard,28.0,Lille,50111.0,Célibataire
Henriette Michel,46.0,Marseille,59851.0,Célibataire
Adrien Moreau,53.0,Marseille,42614.0,Marié(e)
Marcelle Chrétien,42.0,Lyon,46724.0,Célibataire
Valentine Lecoq,38.0,Bordeaux,61991.0,Marié(e)
René Deschamps,53.0,,24940.0,Divorcé(e)
Alexandre Loiseau,27.0,Lille,72423.0,Divorcé(e)
Élisabeth Raynaud,54.0,Lyon,48758.0,Divorcé(e)
Victor Nguyen,26.0,Lyon,56224.0,Célibataire
Jean Fouquet,41.0,Lille,27788.0,Marié(e)
Geneviève Duval,52.0,Bordeaux,48082.0,Divorcé(e)
Michèle Martinez,52.0,Lille,77751.0,Marié(e)
Madeleine Turpin,53.0,Bordeaux,,Marié(e)
Charles Roger,35.0,Lille,55479.0,Divorcé(e)
Arnaude Clerc,56.0,,31280.0,Divorcé(e)
Laurence Cohen,49.0,Paris,38052.0,Marié(e)
Maurice Roux,41.0,Lyon,36531.0,Divorcé(e)
Dominique Auger,40.0,Lille,42804.0,Marié(e)
Lucy Gaillard,49.0,Lille,48903.0,Marié(e)
Madeleine Laine,54.0,Marseille,64857.0,
Éric Hernandez,29.0,Lyon,30142.0,
Jérôme Chevalier,30.0,Marseille,69517.0,Divorcé(e)
Auguste Pelletier,40.0,Lyon,68355.0,Célibataire
Adrienne Rodrigues,,Marseille,29866.0,Marié(e)
Pierre Carlier,52.0,Lille,24531.0,Marié(e)
Théodore Dupré,58.0,Lille,65454.0,Célibataire
Aurélie Leleu,47.0,Paris,58098.0,
Margot Pelletier,34.0,Marseille,58278.0,Célibataire
Jeanne Riou,37.0,,,Célibataire
Agnès Rousset,42.0,Paris,77906.0,Marié(e)
Paulette Michaud,39.0,Marseille,48138.0,Célibataire
Jules Michaud,30.0,Marseille,,Divorcé(e)
Monique Guillou,36.0,Paris,49956.0,Divorcé(e)
Marine Brunel,53.0,Lille,61732.0,Marié(e)
Marianne Menard,29.0,Marseille,59261.0,
Émile Philippe,58.0,,79381.0,Célibataire
Luc Bodin,36.0,Paris,30759.0,Célibataire
,29.0,Lille,25439.0,Célibataire
Thibaut Merle,26.0,Lyon,67241.0,Célibataire
Aimée Mary,24.0,Bordeaux,62533.0,Divorcé(e)
Camille Grenier,45.0,Marseille,48270.0,Divorcé(e)
Jérôme Deschamps,31.0,Bordeaux,33279.0,Marié(e)
Michelle De Sousa,48.0,Lille,59279.0,
,36.0,Marseille,64251.0,Célibataire
Élisabeth Gosselin,64.0,Lille,43888.0,Marié(e)
Denis Klein,33.0,Lyon,37630.0,Célibataire
Emmanuel Thomas,22.0,Paris,72991.0,Célibataire
Jacques Durand,52.0,Marseille,77703.0,Célibataire
Henriette Humbert,29.0,Lyon,55144.0,Célibataire
Michelle Gomes,42.0,Lyon,72161.0,
Pauline Martel,38.0,Marseille,51182.0,Marié(e)
Antoine François,53.0,Lille,45538.0,Célibataire
Philippine Gautier,40.0,Lyon,31824.0,Marié(e)
Camille Masson,33.0,Bordeaux,70979.0,Célibataire
Thomas Lucas,56.0,Lyon,52125.0,Divorcé(e)
Nicole Bertin,62.0,Lille,26979.0,Divorcé(e)
Geneviève Roy,,Lille,46189.0,Divorcé(e)
Roger Petit,56.0,Bordeaux,62600.0,Divorcé(e)
Christophe Boucher,,Lyon,79560.0,Marié(e)
Augustin Carpentier,48.0,Lille,32504.0,Marié(e)
Adrien Vasseur,22.0,,77721.0,Célibataire
Pauline Normand,,Paris,40669.0,Divorcé(e)
Chantal Labbé,40.0,Paris,26910.0,Marié(e)
Honoré De Sousa,46.0,Paris,77713.0,Célibataire
Tristan Meyer,60.0,Lyon,,Célibataire
Martine Henry,28.0,Bordeaux,54964.0,Marié(e)
Luce Costa,35.0,Lille,40131.0,Divorcé(e)
Susanne Rivière,64.0,Marseille,45227.0,Célibataire
Christophe Hervé,,Marseille,25978.0,Divorcé(e)
Jean Tessier,26.0,Lyon,41991.0,Divorcé(e)
,27.0,Paris,37153.0,Divorcé(e)
Yves Rivière,61.0,Lyon,79765.0,Célibataire
Nathalie Blanc,34.0,Bordeaux,53548.0,Divorcé(e)
,55.0,Bordeaux,62676.0,Célibataire
Guy Godard,24.0,,59071.0,Divorcé(e)
Nath Pichon,63.0,Lille,67454.0,Célibataire
Marine Lombard,30.0,Bordeaux,23983.0,Divorcé(e)
Tristan Leconte,57.0,Bordeaux,29503.0,Marié(e)
Astrid Morel,59.0,Bordeaux,49921.0,Divorcé(e)
,26.0,Lyon,77866.0,Divorcé(e)
Zoé Perez,44.0,Bordeaux,36905.0,Célibataire
Gilbert Poirier,19.0,Marseille,,Célibataire
Édith Leblanc,22.0,Paris,79664.0,Divorcé(e)
Manon Paris,46.0,Bordeaux,78279.0,Marié(e)
Amélie Collin,54.0,Paris,43953.0,Marié(e)
Élisabeth Regnier,55.0,Lyon,46806.0,Célibataire
Philippe Reynaud,36.0,Paris,65000.0,Marié(e)
Robert Renaud,25.0,Lyon,42168.0,Divorcé(e)
,62.0,,24583.0,Célibataire
René Potier,18.0,Lyon,58714.0,Divorcé(e)
Gérard Perrin,39.0,Lyon,74093.0,Célibataire
Yves Devaux,34.0,Lille,75419.0,Célibataire
Anouk Hamon,24.0,Bordeaux,69145.0,Célibataire
Denis Jacques,42.0,Bordeaux,59896.0,Célibataire
Benoît Alexandre,62.0,,31889.0,Marié(e)
Noémi Diaz,21.0,Marseille,47413.0,Divorcé(e)
Georges Dijoux,,Bordeaux,32275.0,
Margaux Roussel,23.0,Lille,22461.0,Divorcé(e)
Léon Couturier,48.0,Bordeaux,34291.0,Célibataire
Andrée Leroy,36.0,Lille,66804.0,
Zacharie Camus,61.0,Marseille,31435.0,Divorcé(e)
Camille Neveu,56.0,Paris,47935.0,Marié(e)
Pierre Lemoine,44.0,Marseille,53453.0,Célibataire
Nath Munoz,27.0,Marseille,38544.0,
Philippe Weber,43.0,Lyon,76183.0,Marié(e)
Aimée Barthelemy,36.0,Lyon,32258.0,Célibataire
,56.0,Lyon,50841.0,Marié(e)
Philippe Teixeira,20.0,Lyon,78911.0,Divorcé(e)
Pauline Grenier,62.0,Lille,74493.0,Divorcé(e)
Geneviève Clerc,30.0,Bordeaux,68758.0,Célibataire
Valérie Martel,45.0,Paris,69190.0,Célibataire
Julie Bigot,37.0,Marseille,30736.0,Célibataire
Martine Torres,45.0,,57643.0,Marié(e)
Célina Robin,25.0,Paris,70408.0,Marié(e)
Anaïs Toussaint,58.0,Lille,63950.0,Marié(e)
Monique Lagarde,56.0,Lille,76849.0,Célibataire
Denis Couturier,18.0,Marseille,54964.0,Divorcé(e)
Eugène Devaux,20.0,Bordeaux,48044.0,Divorcé(e)
Richard Duval,30.0,Lyon,59933.0,Marié(e)
Christiane Andre,45.0,Bordeaux,35997.0,Marié(e)
Julie Lebrun,42.0,Marseille,34215.0,Divorcé(e)
Christiane Picard,50.0,Marseille,53069.0,Divorcé(e)
Benoît Foucher,55.0,Marseille,43911.0,Marié(e)
Victoire Baron,23.0,Paris,75533.0,Marié(e)
Alice Lecoq,61.0,Bordeaux,37030.0,Divorcé(e)
Marianne Pruvost,62.0,Bordeaux,49334.0,Célibataire
Alexandria Charpentier,49.0,Lille,34571.0,Marié(e)
Josette Fleury,62.0,Lille,,Divorcé(e)
Roland Lacroix,64.0,Lille,48927.0,Divorcé(e)
Josette Dijoux,38.0,,77941.0,Divorcé(e)
Margaret Petitjean,33.0,Bordeaux,78005.0,Divorcé(e)
Isaac Lucas,38.0,Marseille,40714.0,Célibataire
Claudine Lebon,28.0,Paris,78712.0,Divorcé(e)
François Godard,54.0,Lille,63541.0,Marié(e)
Margaret Jacquot,53.0,Marseille,43387.0,Célibataire
Hugues Deschamps,52.0,Marseille,48444.0,Divorcé(e)
Marcelle Chauvin,36.0,Paris,68908.0,Célibataire
Nath Foucher,37.0,Lyon,39921.0,Marié(e)
Thérèse Lenoir,35.0,Bordeaux,33057.0,Divorcé(e)
Éric Coste,64.0,Lyon,65268.0,Marié(e)
Charlotte Louis,58.0,Lille,73710.0,Divorcé(e)
Alex Hervé,31.0,Marseille,75731.0,Divorcé(e)
Jules Couturier,32.0,Paris,44858.0,Divorcé(e)
Bertrand Briand,48.0,Paris,68689.0,Divorcé(e)
Joséphine Ribeiro,18.0,Bordeaux,64638.0,Divorcé(e)
Olivie Deschamps,20.0,Lyon,46062.0,Célibataire
Théodore Adam,33.0,Bordeaux,56850.0,Divorcé(e)
Alexandre Delorme,40.0,Marseille,66486.0,Divorcé(e)
David Renard,28.0,Bordeaux,40567.0,
Gilbert Pires,29.0,Paris,49739.0,Célibataire
Maurice Lemonnier,27.0,Paris,77804.0,Célibataire
Zoé Guérin,49.0,Lille,63285.0,Célibataire
Monique Marques,33.0,Lille,23754.0,Célibataire
Anouk Riou,25.0,Marseille,47044.0,Célibataire
Virginie Martineau,,Lyon,21724.0,Divorcé(e)
Roland Marie,29.0,Bordeaux,,Divorcé(e)
Thibaut Charles,41.0,Marseille,28706.0,Marié(e)
René Fernandes,45.0,Lille,28894.0,Divorcé(e)
Édith Mathieu,25.0,Bordeaux,38037.0,Divorcé(e)
Nicolas Chrétien,45.0,Lille,38450.0,Célibataire
Inès Cordier,53.0,Bordeaux,36406.0,Célibataire
François Sauvage,43.0,Lyon,71612.0,Divorcé(e)
Christine Morel,25.0,Marseille,49725.0,Marié(e)
Simone Chauveau,45.0,Bordeaux,25926.0,Célibataire
Éléonore Hubert,45.0,Paris,59019.0,Divorcé(e)
Michèle Simon,54.0,Paris,29496.0,Divorcé(e)
Vincent Arnaud,58.0,Bordeaux,76447.0,Marié(e)
Marc Aubert,53.0,Bordeaux,56068.0,Marié(e)
Pauline Clerc,44.0,Bordeaux,49806.0,Célibataire
Denise Dumas,34.0,Paris,,Marié(e)
Andrée Morel,26.0,Paris,61321.0,Divorcé(e)
Sébastien Carlier,50.0,Bordeaux,76505.0,Divorcé(e)
Josette Bouvier,37.0,Lille,56495.0,Marié(e)
Audrey Schmitt,30.0,Lille,42656.0,Marié(e)
Arthur Letellier,45.0,Lyon,75147.0,Marié(e)
Nathalie Collet,46.0,,45860.0,Marié(e)
Charles Rolland,30.0,Lille,69666.0,Célibataire
Emmanuelle Martel,63.0,,36832.0,Marié(e)
Alexandre Cordier,52.0,Lille,58787.0,Célibataire
Marianne Da Silva,23.0,Lyon,68231.0,Divorcé(e)
Camille Raynaud,35.0,Lyon,41727.0,Marié(e)
Élisabeth Imbert,22.0,Marseille,62815.0,Célibataire
Nath Lévy,64.0,Lille,49545.0,Marié(e)
Jeannine Pons,42.0,Paris,77185.0,Divorcé(e)
Lucy Nguyen,19.0,Paris,64522.0,Divorcé(e)
Anastasie Colin,27.0,Bordeaux,22520.0,Divorcé(e)
Océane Maillard,47.0,Paris,23081.0,Marié(e)
Dorothée Muller,62.0,Marseille,54196.0,Marié(e)
Jeanne Allain,22.0,Marseille,56735.0,Célibataire
Valentine Rivière,50.0,,59213.0,Divorcé(e)
Gabriel Dupuy,18.0,Paris,34566.0,Marié(e)
Christiane Germain,35.0,Bordeaux,34042.0,Divorcé(e)
Corinne Boyer,49.0,Paris,45498.0,Divorcé(e)
Marianne Leduc,64.0,Bordeaux,31329.0,Célibataire
,28.0,Bordeaux,51656.0,Célibataire
Noël Lefebvre,38.0,Paris,22159.0,Célibataire
Charlotte Neveu,43.0,,57900.0,Célibataire
Grégoire Allard,42.0,Lyon,71699.0,Divorcé(e)
Joseph Munoz,39.0,Bordeaux,39363.0,Célibataire
Bernadette Dias,44.0,Paris,67701.0,Célibataire
Alice Lemaître,30.0,Lyon,63241.0,Célibataire
Josette Lebon,50.0,Paris,,Célibataire
Pierre Delattre,51.0,Paris,77657.0,Divorcé(e)
Henriette Roche,58.0,Paris,30805.0,Célibataire
Jules Brunet,52.0,Lille,55851.0,Divorcé(e)
Honoré Lenoir,18.0,Paris,46832.0,Marié(e)
Pénélope Garnier,38.0,Lille,70189.0,
Gabriel Lefebvre,23.0,Bordeaux,33944.0,Divorcé(e)
,45.0,Lyon,39873.0,Célibataire
Constance Godard,34.0,Lyon,60372.0,Marié(e)
Colette Antoine,22.0,Lyon,43928.0,Marié(e)
Théodore Hernandez,48.0,Lyon,35379.0,Marié(e)
Célina Rey,22.0,Lyon,71786.0,Marié(e)
Georges Coste,55.0,Lyon,56751.0,Divorcé(e)
Édouard Barthelemy,20.0,Lyon,54546.0,Marié(e)
Alexandre Georges,40.0,Bordeaux,44286.0,Divorcé(e)
Vincent Mahe,54.0,Paris,25110.0,Divorcé(e)
,54.0,Marseille,74341.0,Divorcé(e)
Marcel Ollivier,27.0,Lille,32087.0,Marié(e)
,27.0,Marseille,43762.0,Célibataire
Catherine Legendre,36.0,Marseille,70276.0,Célibataire
Isaac Legrand,34.0,Paris,37081.0,Marié(e)
Thierry Aubry,38.0,Paris,54947.0,Célibataire
Joseph Munoz,31.0,Paris,29596.0,Célibataire
Colette Alves,26.0,Lyon,58019.0,Divorcé(e)
Alexandre Valette,63.0,Bordeaux,62003.0,Divorcé(e)
Roland Thierry,18.0,Lyon,38313.0,Marié(e)
Philippine Gomez,62.0,Bordeaux,67639.0,Marié(e)
Capucine Guillon,30.0,Bordeaux,,Célibataire
Madeleine Parent,21.0,Marseille,,Divorcé(e)
Constance Pruvost,18.0,Marseille,43705.0,Marié(e)
,57.0,Bordeaux,21828.0,Marié(e)
Charles Lopez,,Bordeaux,27909.0,Marié(e)
Océane Carpentier,51.0,Lyon,58356.0,Marié(e)
Diane Gay,45.0,Lyon,33109.0,Marié(e)
Zoé Roger,48.0,Marseille,22023.0,Marié(e)
Jérôme Poulain,25.0,Paris,74118.0,Célibataire
Guillaume Coulon,56.0,Bordeaux,79796.0,Divorcé(e)
Élisabeth Devaux,43.0,Lyon,34537.0,Divorcé(e)
Maggie Delattre,51.0,Marseille,46661.0,Marié(e)
Hortense Legendre,20.0,Lyon,58659.0,Divorcé(e)
Claude Coulon,29.0,Bordeaux,53848.0,Divorcé(e)
Anne Godard,18.0,Bordeaux,57804.0,Divorcé(e)
Danielle Monnier,61.0,Lille,35379.0,Marié(e)
Richard Maillard,22.0,Paris,79664.0,Marié(e)
Zoé Guillot,47.0,Lille,47766.0,Divorcé(e)
Benjamin Roche,47.0,Marseille,63590.0,Divorcé(e)
Victoire Klein,34.0,Lyon,22563.0,Marié(e)
Thierry Ruiz,64.0,Marseille,56060.0,Célibataire
Louise Pinto,40.0,Bordeaux,49197.0,Divorcé(e)
Emmanuelle Grondin,32.0,Lille,23586.0,Célibataire
Sébastien Thomas,54.0,Lille,36087.0,Divorcé(e)
Aurore Boutin,38.0,Lille,68868.0,Célibataire
Valentine Alexandre,31.0,Marseille,,Célibataire
Matthieu Perrot,19.0,Bordeaux,43225.0,Célibataire
Théodore Morin,28.0,Lyon,49750.0,Marié(e)
Michelle Maillet,56.0,Lyon,26643.0,Célibataire
Françoise Gomes,55.0,Marseille,47523.0,Célibataire
Joséphine Bailly,51.0,Lille,56727.0,
Martine Masson,,Paris,31005.0,Divorcé(e)
Anouk Allard,51.0,Marseille,63543.0,Célibataire
Nicole Payet,35.0,Marseille,20161.0,Divorcé(e)
,47.0,Bordeaux,36029.0,Célibataire
Juliette Roussel,32.0,Lyon,69745.0,Célibataire
Laetitia Ollivier,44.0,Marseille,34226.0,Marié(e)
Sabine Ribeiro,51.0,,48731.0,Divorcé(e)
Christelle Julien,55.0,Lille,63922.0,Célibataire
Thierry Pichon,,Lille,64848.0,Divorcé(e)
Christophe Faure,41.0,Paris,23390.0,Divorcé(e)
Valérie Dumont,,Bordeaux,25997.0,Marié(e)
Suzanne Gaillard,47.0,Paris,75506.0,Marié(e)
Bernadette Salmon,59.0,Lille,32693.0,Marié(e)
Marcelle Pasquier,34.0,Lyon,69815.0,Marié(e)
Sylvie Roux,22.0,Lille,62092.0,Marié(e)
Denis Colas,46.0,Bordeaux,20541.0,Marié(e)
Manon Caron,21.0,Lille,41817.0,Marié(e)
Mathilde Letellier,27.0,Bordeaux,57861.0,Marié(e)
Claude Pons,34.0,Bordeaux,33428.0,Célibataire
Christine Gros,27.0,Bordeaux,63934.0,Divorcé(e)
Manon Legendre,34.0,Bordeaux,70019.0,
Philippe Lesage,37.0,Bordeaux,68831.0,Marié(e)
Claude Navarro,41.0,Lyon,30258.0,Divorcé(e)
Virginie Gonzalez,22.0,Paris,77775.0,Célibataire
Maggie Guilbert,51.0,Marseille,36044.0,Divorcé(e)
Éric Godard,23.0,Paris,49411.0,Divorcé(e)
Denis Breton,19.0,Bordeaux,25469.0,Marié(e)
Denis Valentin,30.0,Lyon,48854.0,Divorcé(e)
Guy Sanchez,60.0,Lille,26256.0,Divorcé(e)
Anastasie Barthelemy,60.0,Lyon,78550.0,Marié(e)
Manon Guichard,28.0,Bordeaux,30720.0,Marié(e)
Alain Goncalves,64.0,Lyon,53937.0,Marié(e)
Raymond Marchand,40.0,Lyon,53598.0,Marié(e)
Monique Paris,33.0,,,Divorcé(e)
Jérôme Charrier,,Lyon,70288.0,
Maggie Michaud,28.0,Marseille,39194.0,Célibataire
Isabelle Lecoq,33.0,Marseille,45051.0,Célibataire
Sabine Buisson,25.0,Lyon,47386.0,Divorcé(e)
Théophile Reynaud,21.0,Lille,29518.0,Célibataire
,57.0,Bordeaux,66026.0,Divorcé(e)
Laurence Gomes,,Marseille,36184.0,Célibataire
Zacharie Benoit,42.0,Lille,53787.0,Marié(e)
,20.0,Lyon,41621.0,Célibataire
Aurore Perrot,49.0,Lille,30028.0,Marié(e)
Étienne Adam,20.0,Paris,,Marié(e)
Alix Menard,44.0,Marseille,79792.0,Marié(e)
Augustin Maury,46.0,Lyon,65253.0,Marié(e)
Éric Gilbert,49.0,Bordeaux,54051.0,Célibataire
Denise Daniel,36.0,Lyon,69811.0,Divorcé(e)
Xavier Millet,38.0,,50447.0,Marié(e)
Marianne Dumont,22.0,Lyon,38394.0,Célibataire
Juliette Benoit,35.0,Lille,77742.0,Marié(e)
Marthe Fischer,45.0,Lille,54501.0,Célibataire
André Renaud,59.0,Lille,50254.0,Célibataire
Benoît Ferrand,39.0,Paris,38509.0,Célibataire
Michelle Giraud,38.0,Bordeaux,71323.0,Divorcé(e)
Éléonore Boulay,23.0,Lille,77418.0,Célibataire
Alexandria Maury,,Paris,68998.0,Célibataire
Xavier Marion,22.0,,34472.0,Divorcé(e)
Bernadette Bourgeois,58.0,Lyon,65657.0,Divorcé(e)
Dorothée Guyon,29.0,,23471.0,Célibataire
Adélaïde Barbe,43.0,Marseille,61796.0,Divorcé(e)
Gilles Bouvier,63.0,Paris,74776.0,Marié(e)
Étienne Chevalier,51.0,Paris,77843.0,
Sophie Dumas,31.0,Bordeaux,50268.0,Divorcé(e)
Alix Guilbert,43.0,Lyon,28329.0,Divorcé(e)
Denis Sanchez,62.0,Marseille,54865.0,Célibataire
,44.0,Lille,66850.0,Divorcé(e)
Constance Blot,26.0,Lille,74220.0,Célibataire
Roland Bertin,43.0,Paris,66698.0,Marié(e)
Capucine Mary,64.0,Bordeaux,48272.0,Divorcé(e)
Bertrand Petitjean,39.0,Bordeaux,62845.0,Célibataire
Anouk Couturier,64.0,Lille,,Célibataire
Henri Breton,47.0,Marseille,52373.0,Marié(e)
Aimé Schneider,60.0,Lyon,55525.0,Divorcé(e)
Henri Lemaître,34.0,Marseille,73072.0,Marié(e)
Gabrielle Barbe,43.0,Lyon,,Célibataire
Victoire Gilles,53.0,Lille,38284.0,Célibataire
,18.0,Lyon,38994.0,Divorcé(e)
Chantal Georges,25.0,Bordeaux,43284.0,Célibataire
Édith Klein,52.0,Paris,37833.0,Divorcé(e)
Marcelle Da Silva,32.0,Paris,45122.0,Marié(e)
Clémence De Oliveira,64.0,Lille,25017.0,Divorcé(e)
Daniel Joseph,39.0,Bordeaux,36370.0,Divorcé(e)
Patrick Jean,31.0,Marseille,49252.0,Célibataire
Michelle Hamel,43.0,Bordeaux,27999.0,
Gabriel Jacob,45.0,Paris,,Divorcé(e)
Capucine Allain,40.0,Paris,62963.0,Célibataire
Élisabeth Collet,31.0,Bordeaux,22096.0,Célibataire
,41.0,Bordeaux,68201.0,Célibataire
Nicole Benard,19.0,Paris,45279.0,Divorcé(e)
Agnès Bouvet,62.0,Marseille,75556.0,
Jeannine Charpentier,43.0,,63363.0,Divorcé(e)
Zoé Joly,31.0,,68709.0,Célibataire
Jean Bouvet,24.0,Bordeaux,46201.0,Marié(e)
Anaïs Didier,20.0,Lille,39715.0,Célibataire
Josette Munoz,64.0,Paris,49309.0,Célibataire
Philippe Berthelot,40.0,Paris,35078.0,Divorcé(e)
Roland Toussaint,63.0,Bordeaux,76614.0,Divorcé(e)
Henri Bazin,60.0,,25105.0,Célibataire
Philippine Potier,,Bordeaux,72130.0,Marié(e)
Élisabeth Bonnin,62.0,Marseille,49312.0,Célibataire
Lucy Lemaître,35.0,Lille,22839.0,Célibataire
Théodore Boulanger,55.0,Bordeaux,23384.0,Marié(e)
Louise Lemaire,,Lyon,63619.0,Divorcé(e)
Juliette Morel,32.0,Lyon,62821.0,Célibataire
Jérôme Foucher,42.0,Paris,33493.0,Divorcé(e)
Marguerite Fabre,54.0,Lille,37069.0,Divorcé(e)
Nicolas Gros,45.0,Bordeaux,66907.0,Marié(e)
Xavier Thibault,27.0,Lyon,27531.0,Marié(e)
Augustin Martinez,,Lille,57051.0,Divorcé(e)
,34.0,Paris,27736.0,Célibataire
Gabriel Besnard,56.0,Marseille,27710.0,Divorcé(e)
Élodie Bouchet,39.0,Lille,21619.0,Célibataire
Martin Briand,43.0,Lille,33975.0,Célibataire
Bernard Gaudin,61.0,Marseille,65603.0,Marié(e)
Thierry Fouquet,42.0,Lille,43252.0,Célibataire
Gilbert Jourdan,34.0,Paris,35261.0,Célibataire
Thierry Jacquet,30.0,Paris,21431.0,Divorcé(e)
Joseph Hardy,37.0,Marseille,29067.0,Marié(e)
Philippe Le Roux,42.0,Bordeaux,57481.0,Célibataire
Martine Da Costa,21.0,Lyon,47037.0,Célibataire
Marcelle Robin,27.0,Bordeaux,29557.0,Marié(e)
,20.0,Lille,29435.0,Divorcé(e)
Benjamin Lecomte,58.0,Lyon,57766.0,Marié(e)
Astrid Leroy,62.0,Marseille,20162.0,Marié(e)
Jules Jacob,35.0,Marseille,54742.0,Célibataire
Emmanuel Langlois,64.0,Lyon,39675.0,Célibataire
Geneviève Jacques,53.0,Paris,28461.0,Divorcé(e)
Arthur Blanchet,64.0,Lyon,37015.0,Célibataire
Marine Martin,39.0,Lille,70057.0,Célibataire
Édith Cousin,51.0,Paris,52591.0,Marié(e)
Henriette Moreau,64.0,Marseille,48047.0,Célibataire
Charlotte Normand,25.0,Lyon,54782.0,
,57.0,,29833.0,Marié(e)
Arthur Carre,61.0,Bordeaux,27896.0,Divorcé(e)
Roger Hamel,36.0,Lille,52972.0,Marié(e)
Amélie Lagarde,59.0,Bordeaux,69733.0,Célibataire
Alain Berger,58.0,Lyon,74827.0,Marié(e)
Jacques Nguyen,54.0,Lyon,61800.0,
Olivie Guillon,23.0,Bordeaux,50508.0,Célibataire
Édouard Riou,43.0,Lyon,25347.0,Célibataire
Colette Martel,51.0,Lille,79063.0,Divorcé(e)
Alphonse Benoit,62.0,Paris,50314.0,Divorcé(e)
Alfred Cohen,23.0,Lille,22643.0,Célibataire
Laetitia Boulay,54.0,Lille,60785.0,Célibataire
Anastasie Perrin,50.0,Lyon,38681.0,Célibataire
Laurence Gay,39.0,,70026.0,Marié(e)
Xavier Leleu,38.0,Lyon,58328.0,Marié(e)
Marine Gros,23.0,Marseille,35892.0,Marié(e)
Margot Blin,23.0,Lyon,67299.0,Célibataire
Henri Bazin,21.0,Lyon,37073.0,Divorcé(e)
Martin Guérin,47.0,Lyon,56768.0,Célibataire
Margot Guillou,28.0,Paris,50682.0,Marié(e)
Suzanne Le Roux,47.0,Lyon,52262.0,Marié(e)
Gabriel Normand,48.0,,51358.0,Célibataire
,41.0,Bordeaux,78766.0,Célibataire
Franck Marin,26.0,Marseille,34289.0,Marié(e)
Michelle Guillet,20.0,Paris,69823.0,Marié(e)
Victor Morin,48.0,Bordeaux,27927.0,Marié(e)
Margot Petitjean,57.0,Paris,68330.0,Célibataire
Chantal Fournier,54.0,Paris,21171.0,Marié(e)
Patricia Marie,53.0,Marseille,74743.0,Marié(e)
Théodore Gautier,41.0,Lille,31918.0,Divorcé(e)
Théodore Martel,48.0,Lille,61903.0,Célibataire
Michèle Tanguy,23.0,Paris,59110.0,Divorcé(e)
Danielle Hardy,19.0,Lyon,70601.0,Divorcé(e)
Jeanne Petitjean,37.0,Bordeaux,31929.0,Marié(e)
Joséphine Hamon,45.0,Lyon,22539.0,Célibataire
Margot Robin,28.0,Lyon,56727.0,Marié(e)
Valérie Thierry,21.0,Paris,65951.0,Célibataire
Margaret Mace,32.0,Paris,42669.0,Divorcé(e)
