Nom_complet,Age,Ville,Salaire,Statut
Madeleine Ferreira,28,Lille,50111,Célibataire
Olivier Berthelot,46,Marseille,59851,Célibataire
Laurent Bigot,53,Marseille,42614,Marié(e)
Alfred Schmitt,42,Lyon,46724,Célibataire
Célina Peltier,38,Bordeaux,61991,Marié(e)
Michelle Valette,53,Marseille,24940,Divorcé(e)
Madeleine Verdier,27,Lille,72423,Divorcé(e)
François Garnier,54,Lyon,48758,Divorcé(e)
Luc Hardy,26,Lyon,56224,Célibataire
Émile Pineau,41,Lille,27788,Marié(e)
Pierre Schneider,52,Bordeaux,48082,Divorcé(e)
Françoise Denis,52,Lille,77751,Marié(e)
Mathilde Torres,53,Bordeaux,44034,Marié(e)
Victoire Toussaint,35,Lille,55479,Divorcé(e)
Juliette Pinto,56,Lille,31280,Divorcé(e)
Valérie Masse,49,Paris,38052,Marié(e)
Christine Blanchard,41,Lyon,36531,Divorcé(e)
Antoine Colas,40,Lille,42804,Marié(e)
Christelle Bourdon,49,Lille,48903,Marié(e)
Adélaïde Mahe,54,Marseille,64857,Divorcé(e)
Virginie Michel,29,Lyon,30142,Célibataire
David Lebreton,30,Marseille,69517,Divorcé(e)
Margot Joseph,40,Lyon,68355,Célibataire
Frédéric Chauveau,42,Marseille,29866,Marié(e)
Tristan Moreau,52,Lille,24531,Marié(e)
Arthur Briand,58,Lille,65454,Célibataire
Bertrand Brunel,47,Paris,58098,Marié(e)
Jules Royer,34,Marseille,58278,Célibataire
Alice Lévêque,37,Bordeaux,79890,Célibataire
Laure Clerc,42,Paris,77906,Marié(e)
Alix Guibert,39,Marseille,48138,Célibataire
Yves Peron,30,Marseille,47065,Divorcé(e)
David Maillet,36,Paris,49956,Divorcé(e)
Dorothée Fouquet,53,Lille,61732,Marié(e)
Aurore Bernier,29,Marseille,59261,Marié(e)
Virginie Parent,58,Lille,79381,Célibataire
Martin Pineau,36,Paris,30759,Célibataire
Philippine Roy,29,Lille,25439,Célibataire
Claudine Valette,26,Lyon,67241,Célibataire
Thérèse Legrand,24,Bordeaux,62533,Divorcé(e)
Anastasie Huet,45,Marseille,48270,Divorcé(e)
Bernard Masson,31,Bordeaux,33279,Marié(e)
Margaud Valette,48,Lille,59279,Célibataire
Stéphane Jacquot,36,Marseille,64251,Célibataire
René Le Roux,64,Lille,43888,Marié(e)
Françoise Blanchet,33,Lyon,37630,Célibataire
Stéphanie Faivre,22,Paris,72991,Célibataire
Guillaume Boulay,52,Marseille,77703,Célibataire
Renée Dijoux,29,Lyon,55144,Célibataire
Susanne Hebert,42,Lyon,72161,Célibataire
Françoise Leduc,38,Marseille,51182,Marié(e)
Chantal Martin,53,Lille,45538,Célibataire
Charlotte Huet,40,Lyon,31824,Marié(e)
Gilbert Guillaume,33,Bordeaux,70979,Célibataire
Diane Godard,56,Lyon,52125,Divorcé(e)
Lucie Guichard,62,Lille,26979,Divorcé(e)
Océane Pelletier,59,Lille,46189,Divorcé(e)
Michèle Antoine,56,Bordeaux,62600,Divorcé(e)
Augustin Gilles,31,Lyon,79560,Marié(e)
Louise Schneider,48,Lille,32504,Marié(e)
Laurent Leblanc,22,Marseille,77721,Célibataire
Nicole Pottier,52,Paris,40669,Divorcé(e)
Margaret Menard,40,Paris,26910,Marié(e)
Colette Letellier,46,Paris,77713,Célibataire
Marcel Ferreira,60,Lyon,66857,Célibataire
Philippe Paul,28,Bordeaux,54964,Marié(e)
Alain Lemoine,35,Lille,40131,Divorcé(e)
Nicolas Sauvage,64,Marseille,45227,Célibataire
Élise Godard,29,Marseille,25978,Divorcé(e)
Danielle Perrier,26,Lyon,41991,Divorcé(e)
Richard Laine,27,Paris,37153,Divorcé(e)
Zoé Pasquier,61,Lyon,79765,Célibataire
Édith Rémy,34,Bordeaux,53548,Divorcé(e)
Aurore Vidal,55,Bordeaux,62676,Célibataire
Éric Raynaud,24,Lille,59071,Divorcé(e)
Margot Rodriguez,63,Lille,67454,Célibataire
Adrienne Bazin,30,Bordeaux,23983,Divorcé(e)
Éléonore Diaz,57,Bordeaux,29503,Marié(e)
Lucas Hoareau,59,Bordeaux,49921,Divorcé(e)
Nath Simon,26,Lyon,77866,Divorcé(e)
Émile Chartier,44,Bordeaux,36905,Célibataire
Colette Raymond,19,Marseille,65838,Célibataire
Luc Roche,22,Paris,79664,Divorcé(e)
Odette Labbé,46,Bordeaux,78279,Marié(e)
Caroline Gautier,54,Paris,43953,Marié(e)
Benoît Rousset,55,Lyon,46806,Célibataire
Rémy Peron,36,Paris,65000,Marié(e)
Eugène Duhamel,25,Lyon,42168,Divorcé(e)
Olivier Courtois,62,Marseille,24583,Célibataire
Sylvie Hoareau,18,Lyon,58714,Divorcé(e)
René Rocher,39,Lyon,74093,Célibataire
Lucie De Sousa,34,Lille,75419,Célibataire
Bertrand Ruiz,24,Bordeaux,69145,Célibataire
Lorraine Paris,42,Bordeaux,59896,Célibataire
Christiane Leduc,62,Marseille,31889,Marié(e)
Valentine Toussaint,21,Marseille,47413,Divorcé(e)
Véronique Foucher,53,Bordeaux,32275,Divorcé(e)
Jules Sauvage,23,Lille,22461,Divorcé(e)
Renée Seguin,48,Bordeaux,34291,Célibataire
Georges Charrier,36,Lille,66804,Marié(e)
Alexandre Pottier,61,Marseille,31435,Divorcé(e)
Adrienne Boucher,56,Paris,47935,Marié(e)
Jeannine Guillon,44,Marseille,53453,Célibataire
Marthe Buisson,27,Marseille,38544,Divorcé(e)
Alexandrie Diaz,43,Lyon,76183,Marié(e)
Margaret Lévêque,36,Lyon,32258,Célibataire
Julien Marty,56,Lyon,50841,Marié(e)
Cécile Alves,20,Lyon,78911,Divorcé(e)
Stéphanie Godard,62,Lille,74493,Divorcé(e)
Suzanne Lemonnier,30,Bordeaux,68758,Célibataire
Thomas Chevalier,45,Paris,69190,Célibataire
Marie Guérin,37,Marseille,30736,Célibataire
Françoise De Oliveira,45,Lille,57643,Marié(e)
Valérie Guillou,25,Paris,70408,Marié(e)
Joseph Schneider,58,Lille,63950,Marié(e)
Hélène Pineau,56,Lille,76849,Célibataire
Mathilde Bègue,18,Marseille,54964,Divorcé(e)
Xavier Georges,20,Bordeaux,48044,Divorcé(e)
Théodore David,30,Lyon,59933,Marié(e)
Suzanne Nicolas,45,Bordeaux,35997,Marié(e)
Émilie Fournier,42,Marseille,34215,Divorcé(e)
Juliette De Oliveira,50,Marseille,53069,Divorcé(e)
Émile Ribeiro,55,Marseille,43911,Marié(e)
Adrien Rodrigues,23,Paris,75533,Marié(e)
Matthieu Rousset,61,Bordeaux,37030,Divorcé(e)
Paulette Berger,62,Bordeaux,49334,Célibataire
Simone Bourdon,49,Lille,34571,Marié(e)
Claude Martins,62,Lille,62719,Divorcé(e)
Clémence Hoareau,64,Lille,48927,Divorcé(e)
Valentine Gomes,38,Marseille,77941,Divorcé(e)
Christophe Faure,33,Bordeaux,78005,Divorcé(e)
Henri Colas,38,Marseille,40714,Célibataire
Lucas Rolland,28,Paris,78712,Divorcé(e)
Roger Potier,54,Lille,63541,Marié(e)
Cécile Gillet,53,Marseille,43387,Célibataire
Émile Nicolas,52,Marseille,48444,Divorcé(e)
Jacques Daniel,36,Paris,68908,Célibataire
Arthur Duval,37,Lyon,39921,Marié(e)
Alain Aubry,35,Bordeaux,33057,Divorcé(e)
Caroline Lacroix,64,Lyon,65268,Marié(e)
Jean Langlois,58,Lille,73710,Divorcé(e)
Valérie Goncalves,31,Marseille,75731,Divorcé(e)
Catherine Philippe,32,Paris,44858,Divorcé(e)
Luc Payet,48,Paris,68689,Divorcé(e)
Étienne Hervé,18,Bordeaux,64638,Divorcé(e)
Alix Barbier,20,Lyon,46062,Célibataire
Sophie Leroy,33,Bordeaux,56850,Divorcé(e)
Aimé Mace,40,Marseille,66486,Divorcé(e)
Michelle Camus,28,Bordeaux,40567,Célibataire
Nicolas Didier,29,Paris,49739,Célibataire
Nath Durand,27,Paris,77804,Célibataire
Patricia Da Costa,49,Lille,63285,Célibataire
Emmanuel Weiss,33,Lille,23754,Célibataire
Simone Boulay,25,Marseille,47044,Célibataire
Caroline Neveu,55,Lyon,21724,Divorcé(e)
Christiane Ledoux,29,Bordeaux,21376,Divorcé(e)
Zacharie Bonnin,41,Marseille,28706,Marié(e)
Jules Texier,45,Lille,28894,Divorcé(e)
Louise Lefebvre,25,Bordeaux,38037,Divorcé(e)
Éric Blanchard,45,Lille,38450,Célibataire
Jacqueline Moreau,53,Bordeaux,36406,Célibataire
Étienne Delorme,43,Lyon,71612,Divorcé(e)
Édouard Dumas,25,Marseille,49725,Marié(e)
Aimée Gallet,45,Bordeaux,25926,Célibataire
Frédéric Neveu,45,Paris,59019,Divorcé(e)
Hélène Delmas,54,Paris,29496,Divorcé(e)
Daniel Chevallier,58,Bordeaux,76447,Marié(e)
Sébastien Jacquet,53,Bordeaux,56068,Marié(e)
Marcel Leleu,44,Bordeaux,49806,Célibataire
Daniel Bazin,34,Paris,42663,Marié(e)
Véronique Alves,26,Paris,61321,Divorcé(e)
Capucine Andre,50,Bordeaux,76505,Divorcé(e)
Henriette Lefebvre,37,Lille,56495,Marié(e)
Margot Lambert,30,Lille,42656,Marié(e)
Frédéric Lebreton,45,Lyon,75147,Marié(e)
Margot Texier,46,Marseille,45860,Marié(e)
Laure Perez,30,Lille,69666,Célibataire
Michèle Bègue,63,Paris,36832,Marié(e)
Simone Bouchet,52,Lille,58787,Célibataire
Denise Simon,23,Lyon,68231,Divorcé(e)
René François,35,Lyon,41727,Marié(e)
Margaux Mathieu,22,Marseille,62815,Célibataire
Catherine Gay,64,Lille,49545,Marié(e)
Claude Morvan,42,Paris,77185,Divorcé(e)
Jules Boyer,19,Paris,64522,Divorcé(e)
Denise Brunel,27,Bordeaux,22520,Divorcé(e)
William Marchal,47,Paris,23081,Marié(e)
Christelle Laurent,62,Marseille,54196,Marié(e)
Célina Roger,22,Marseille,56735,Célibataire
Juliette Morvan,50,Paris,59213,Divorcé(e)
Éléonore Gauthier,18,Paris,34566,Marié(e)
Margot Klein,35,Bordeaux,34042,Divorcé(e)
Paulette Robert,49,Paris,45498,Divorcé(e)
Paulette Boulanger,64,Bordeaux,31329,Célibataire
Maurice Nguyen,28,Bordeaux,51656,Célibataire
Hugues Lucas,38,Paris,22159,Célibataire
Nathalie Guérin,43,Lyon,57900,Célibataire
Matthieu Carre,42,Lyon,71699,Divorcé(e)
Franck Allard,39,Bordeaux,39363,Célibataire
Éléonore Courtois,44,Paris,67701,Célibataire
Marc Rossi,30,Lyon,63241,Célibataire
Victor Camus,50,Paris,39033,Célibataire
Thomas Gallet,51,Paris,77657,Divorcé(e)
Noémi Texier,58,Paris,30805,Célibataire
Christophe Verdier,52,Lille,55851,Divorcé(e)
Margot Schmitt,18,Paris,46832,Marié(e)
Adélaïde Peltier,38,Lille,70189,Divorcé(e)
Isaac Roy,23,Bordeaux,33944,Divorcé(e)
Margot Gomes,45,Lyon,39873,Célibataire
Catherine Gimenez,34,Lyon,60372,Marié(e)
Catherine Gallet,22,Lyon,43928,Marié(e)
Alix Dufour,48,Lyon,35379,Marié(e)
Christelle Duhamel,22,Lyon,71786,Marié(e)
Auguste Lopes,55,Lyon,56751,Divorcé(e)
Inès Weiss,20,Lyon,54546,Marié(e)
Nicolas Goncalves,40,Bordeaux,44286,Divorcé(e)
Henri Dupuy,54,Paris,25110,Divorcé(e)
Marc Vaillant,54,Marseille,74341,Divorcé(e)
Gabriel Bailly,27,Lille,32087,Marié(e)
Émilie Paul,27,Marseille,43762,Célibataire
Capucine David,36,Marseille,70276,Célibataire
Nath Leroux,34,Paris,37081,Marié(e)
Christiane Vidal,38,Paris,54947,Célibataire
Charlotte Maillet,31,Paris,29596,Célibataire
Marc Legendre,26,Lyon,58019,Divorcé(e)
Dominique Hernandez,63,Bordeaux,62003,Divorcé(e)
Luc Dumont,18,Lyon,38313,Marié(e)
Gabriel Chevalier,62,Bordeaux,67639,Marié(e)
Patrick Hoareau,30,Bordeaux,21013,Célibataire
Camille Dijoux,21,Marseille,69378,Divorcé(e)
Christelle Lecoq,18,Marseille,43705,Marié(e)
Frédéric Foucher,57,Bordeaux,21828,Marié(e)
Alex Bousquet,49,Bordeaux,27909,Marié(e)
Marine Roche,51,Lyon,58356,Marié(e)
Amélie Godard,45,Lyon,33109,Marié(e)
Margaret Valentin,48,Marseille,22023,Marié(e)
Richard Morin,25,Paris,74118,Célibataire
Geneviève Pineau,56,Bordeaux,79796,Divorcé(e)
Pauline Blot,43,Lyon,34537,Divorcé(e)
Christiane Meunier,51,Marseille,46661,Marié(e)
Camille Toussaint,20,Lyon,58659,Divorcé(e)
Simone Regnier,29,Bordeaux,53848,Divorcé(e)
Olivier Grenier,18,Bordeaux,57804,Divorcé(e)
Odette Guyon,61,Lille,35379,Marié(e)
Lucy Dupuy,22,Paris,79664,Marié(e)
Marc Renard,47,Lille,47766,Divorcé(e)
Thibault Peltier,47,Marseille,63590,Divorcé(e)
Bernadette Auger,34,Lyon,22563,Marié(e)
Laetitia Morel,64,Marseille,56060,Célibataire
Martin Bertin,40,Bordeaux,49197,Divorcé(e)
Alexandria Vidal,32,Lille,23586,Célibataire
Maurice Valette,54,Lille,36087,Divorcé(e)
Michel Fabre,38,Lille,68868,Célibataire
Audrey Daniel,31,Marseille,73583,Célibataire
Adrien Dumas,19,Bordeaux,43225,Célibataire
Constance Vincent,28,Lyon,49750,Marié(e)
Thibaut Blot,56,Lyon,26643,Célibataire
Gérard Guillon,55,Marseille,47523,Célibataire
Anaïs Bourdon,51,Lille,56727,Célibataire
Vincent Gimenez,55,Paris,31005,Divorcé(e)
Marine Devaux,51,Marseille,63543,Célibataire
Corinne Fleury,35,Marseille,20161,Divorcé(e)
Rémy Mary,47,Bordeaux,36029,Célibataire
Caroline Thierry,32,Lyon,69745,Célibataire
Vincent Ruiz,44,Marseille,34226,Marié(e)
Virginie Morvan,51,Marseille,48731,Divorcé(e)
Suzanne Roche,55,Lille,63922,Célibataire
Richard Rolland,50,Lille,64848,Divorcé(e)
Geneviève Perrot,41,Paris,23390,Divorcé(e)
Daniel Gay,32,Bordeaux,25997,Marié(e)
Denis Faure,47,Paris,75506,Marié(e)
Lucie Vidal,59,Lille,32693,Marié(e)
Aimée Cohen,34,Lyon,69815,Marié(e)
Simone De Sousa,22,Lille,62092,Marié(e)
Grégoire Hardy,46,Bordeaux,20541,Marié(e)
Patricia Riou,21,Lille,41817,Marié(e)
Madeleine Pottier,27,Bordeaux,57861,Marié(e)
Agnès Louis,34,Bordeaux,33428,Célibataire
Frédérique Rodriguez,27,Bordeaux,63934,Divorcé(e)
Christiane Loiseau,34,Bordeaux,70019,Marié(e)
Marine Normand,37,Bordeaux,68831,Marié(e)
Manon Blot,41,Lyon,30258,Divorcé(e)
François Regnier,22,Paris,77775,Célibataire
Élise Boulay,51,Marseille,36044,Divorcé(e)
Élise Gay,23,Paris,49411,Divorcé(e)
Éric Lejeune,19,Bordeaux,25469,Marié(e)
Frédérique Allard,30,Lyon,48854,Divorcé(e)
Renée Jourdan,60,Lille,26256,Divorcé(e)
Yves Hamon,60,Lyon,78550,Marié(e)
Gabriel Vasseur,28,Bordeaux,30720,Marié(e)
Matthieu Peron,64,Lyon,53937,Marié(e)
Isabelle Collin,40,Lyon,53598,Marié(e)
Marguerite Delmas,33,Bordeaux,21651,Divorcé(e)
Monique Joly,48,Lyon,70288,Divorcé(e)
Adrienne Munoz,28,Marseille,39194,Célibataire
Christiane Lefebvre,33,Marseille,45051,Célibataire
Dominique Roussel,25,Lyon,47386,Divorcé(e)
Stéphanie Bernier,21,Lille,29518,Célibataire
René Delannoy,57,Bordeaux,66026,Divorcé(e)
Marcel Noël,21,Marseille,36184,Célibataire
Marc Gimenez,42,Lille,53787,Marié(e)
Gérard Benoit,20,Lyon,41621,Célibataire
Mathilde Le Goff,49,Lille,30028,Marié(e)
Margaret Peltier,20,Paris,32448,Marié(e)
Michelle Caron,44,Marseille,79792,Marié(e)
Anastasie Bousquet,46,Lyon,65253,Marié(e)
Adrienne Cousin,49,Bordeaux,54051,Célibataire
Léon Blin,36,Lyon,69811,Divorcé(e)
Margaret Jean,38,Bordeaux,50447,Marié(e)
Suzanne Martel,22,Lyon,38394,Célibataire
Olivier Legros,35,Lille,77742,Marié(e)
Sébastien Tanguy,45,Lille,54501,Célibataire
Laurence Weber,59,Lille,50254,Célibataire
Frédérique Dufour,39,Paris,38509,Célibataire
Noémi Adam,38,Bordeaux,71323,Divorcé(e)
Nath Godard,23,Lille,77418,Célibataire
Thérèse Masson,18,Paris,68998,Célibataire
René Riou,22,Bordeaux,34472,Divorcé(e)
Patrick Turpin,58,Lyon,65657,Divorcé(e)
Astrid Nguyen,29,Paris,23471,Célibataire
Stéphane Klein,43,Marseille,61796,Divorcé(e)
Victor Olivier,63,Paris,74776,Marié(e)
Théophile Lévêque,51,Paris,77843,Marié(e)
Sébastien David,31,Bordeaux,50268,Divorcé(e)
Aurélie Hamel,43,Lyon,28329,Divorcé(e)
Martine Bonnet,62,Marseille,54865,Célibataire
Timothée Millet,44,Lille,66850,Divorcé(e)
Antoinette Allain,26,Lille,74220,Célibataire
Inès Leroux,43,Paris,66698,Marié(e)
Corinne Bertin,64,Bordeaux,48272,Divorcé(e)
Astrid Morvan,39,Bordeaux,62845,Célibataire
Matthieu Seguin,64,Lille,26397,Célibataire
Timothée Delattre,47,Marseille,52373,Marié(e)
Maurice Roy,60,Lyon,55525,Divorcé(e)
Audrey Lopes,34,Marseille,73072,Marié(e)
Christiane Dufour,43,Lyon,44570,Célibataire
Henriette Couturier,53,Lille,38284,Célibataire
Raymond Dubois,18,Lyon,38994,Divorcé(e)
Martine Gérard,25,Bordeaux,43284,Célibataire
Bernadette Thibault,52,Paris,37833,Divorcé(e)
Aimé Gilbert,32,Paris,45122,Marié(e)
Margaux Ollivier,64,Lille,25017,Divorcé(e)
Martine Roux,39,Bordeaux,36370,Divorcé(e)
Renée Rocher,31,Marseille,49252,Célibataire
Théophile Mace,43,Bordeaux,27999,Célibataire
Roger Techer,45,Paris,42436,Divorcé(e)
Martin Vallée,40,Paris,62963,Célibataire
Monique Tessier,31,Bordeaux,22096,Célibataire
Victor Verdier,41,Bordeaux,68201,Célibataire
Philippine Maurice,19,Paris,45279,Divorcé(e)
Laurent Gautier,62,Marseille,75556,Célibataire
Thierry Berger,43,Lille,63363,Divorcé(e)
Dorothée De Oliveira,31,Lille,68709,Célibataire
Susan Jean,24,Bordeaux,46201,Marié(e)
Lorraine Mercier,20,Lille,39715,Célibataire
Antoinette Marie,64,Paris,49309,Célibataire
Benoît Bonneau,40,Paris,35078,Divorcé(e)
Isabelle Petit,63,Bordeaux,76614,Divorcé(e)
Anouk Martinez,60,Bordeaux,25105,Célibataire
Simone Germain,64,Bordeaux,72130,Marié(e)
Alexandre Fernandes,62,Marseille,49312,Célibataire
Élodie Rivière,35,Lille,22839,Célibataire
Pénélope Muller,55,Bordeaux,23384,Marié(e)
Laurent Evrard,52,Lyon,63619,Divorcé(e)
Jacques Pasquier,32,Lyon,62821,Célibataire
Christine Teixeira,42,Paris,33493,Divorcé(e)
Astrid Guillaume,54,Lille,37069,Divorcé(e)
Julie Chauvet,45,Bordeaux,66907,Marié(e)
Élisabeth Dias,27,Lyon,27531,Marié(e)
Hugues Legrand,56,Lille,57051,Divorcé(e)
Valérie Marin,34,Paris,27736,Célibataire
Thibaut Clément,56,Marseille,27710,Divorcé(e)
Benoît Duval,39,Lille,21619,Célibataire
Georges Gomes,43,Lille,33975,Célibataire
Alexandria Monnier,61,Marseille,65603,Marié(e)
Martine Jean,42,Lille,43252,Célibataire
Joseph Leduc,34,Paris,35261,Célibataire
Michelle Coste,30,Paris,21431,Divorcé(e)
Luce Hervé,37,Marseille,29067,Marié(e)
Léon Baudry,42,Bordeaux,57481,Célibataire
Victor Denis,21,Lyon,47037,Célibataire
Maurice Humbert,27,Bordeaux,29557,Marié(e)
Alfred Chevalier,20,Lille,29435,Divorcé(e)
Luc Regnier,58,Lyon,57766,Marié(e)
Alfred Daniel,62,Marseille,20162,Marié(e)
Alix Jacob,35,Marseille,54742,Célibataire
Gabriel Navarro,64,Lyon,39675,Célibataire
Roland Gomes,53,Paris,28461,Divorcé(e)
Agathe Descamps,64,Lyon,37015,Célibataire
Raymond Allain,39,Lille,70057,Célibataire
Camille Klein,51,Paris,52591,Marié(e)
Patrick Arnaud,64,Marseille,48047,Célibataire
Marcelle Fabre,25,Lyon,54782,Divorcé(e)
André Martineau,57,Bordeaux,29833,Marié(e)
Diane Vasseur,61,Bordeaux,27896,Divorcé(e)
Jean Valette,36,Lille,52972,Marié(e)
Michelle Lucas,59,Bordeaux,69733,Célibataire
Michel Legros,58,Lyon,74827,Marié(e)
Renée Petitjean,54,Lyon,61800,Marié(e)
Juliette Chauveau,23,Bordeaux,50508,Célibataire
Xavier Parent,43,Lyon,25347,Célibataire
Daniel Lecoq,51,Lille,79063,Divorcé(e)
Astrid Cousin,62,Paris,50314,Divorcé(e)
Louis Hubert,23,Lille,22643,Célibataire
Théodore Huet,54,Lille,60785,Célibataire
Antoine Neveu,50,Lyon,38681,Célibataire
Emmanuelle Lesage,39,Paris,70026,Marié(e)
Augustin Leroux,38,Lyon,58328,Marié(e)
François Paul,23,Marseille,35892,Marié(e)
Laurent Moulin,23,Lyon,67299,Célibataire
Alice Becker,21,Lyon,37073,Divorcé(e)
Sabine Marchand,47,Lyon,56768,Célibataire
Nathalie Boulanger,28,Paris,50682,Marié(e)
Margaret Tessier,47,Lyon,52262,Marié(e)
Agathe Poulain,48,Paris,51358,Célibataire
Emmanuel Raynaud,41,Bordeaux,78766,Célibataire
Aurore Verdier,26,Marseille,34289,Marié(e)
Joseph Marques,20,Paris,69823,Marié(e)
Théodore Pierre,48,Bordeaux,27927,Marié(e)
Adrien Bodin,57,Paris,68330,Célibataire
Roland Maillard,54,Paris,21171,Marié(e)
Charlotte Lelièvre,53,Marseille,74743,Marié(e)
Thibaut Rousset,41,Lille,31918,Divorcé(e)
Michelle Buisson,48,Lille,61903,Célibataire
Lucie Fouquet,23,Paris,59110,Divorcé(e)
Constance François,19,Lyon,70601,Divorcé(e)
Juliette Reynaud,37,Bordeaux,31929,Marié(e)
Hélène Berthelot,45,Lyon,22539,Célibataire
Célina Moulin,28,Lyon,56727,Marié(e)
Manon Lemaître,21,Paris,65951,Célibataire
Stéphanie Hernandez,32,Paris,42669,Divorcé(e)
Maggie Maury,23,Paris,25432,Célibataire
Thomas Dias,47,Paris,40644,Marié(e)
Isaac Nicolas,55,Lille,38745,Marié(e)
Renée Colin,19,Paris,75316,Marié(e)
Roland Gay,32,Lille,48228,Célibataire
Thérèse Ferreira,28,Lille,72822,Divorcé(e)
Gabriel Courtois,25,Paris,54521,Divorcé(e)
Céline Lebrun,43,Marseille,77252,Célibataire
Christiane Rivière,62,Bordeaux,51703,Marié(e)
Anastasie Lemoine,61,Lyon,46928,Divorcé(e)
Christelle Alves,22,Lille,38322,Marié(e)
Michel Vallée,23,Bordeaux,77714,Célibataire
Virginie Roy,43,Marseille,42360,Marié(e)
Thibaut Teixeira,21,Lyon,49055,Divorcé(e)
Victor Moreau,36,Lyon,62891,Divorcé(e)
Paul Leroy,37,Lille,36376,Marié(e)
Denis Robin,50,Paris,26588,Célibataire
Caroline Rodriguez,37,Marseille,45000,Marié(e)
Laure Martins,29,Lille,26304,Célibataire
Jeannine Petit,64,Marseille,27345,Marié(e)
Maggie Lombard,18,Paris,49300,Divorcé(e)
Claire Clerc,43,Paris,44259,Célibataire
Luc Pereira,31,Lille,45470,Célibataire
Roger Baron,55,Paris,43017,Célibataire
Marie Maillot,54,Bordeaux,35352,Divorcé(e)
Maggie Turpin,28,Lyon,53365,Marié(e)
Hélène Pires,53,Lille,39446,Divorcé(e)
Sabine Besnard,30,Marseille,22336,Célibataire
Marcel Fischer,60,Bordeaux,29879,Marié(e)
Inès Leconte,20,Lille,52316,Divorcé(e)
Guillaume Hervé,50,Paris,53340,Célibataire
Gabrielle Carpentier,23,Paris,27521,Célibataire
Susanne Duhamel,27,Paris,26171,Divorcé(e)
Denise Munoz,22,Paris,43481,Divorcé(e)
Roger Launay,40,Marseille,38474,Divorcé(e)
Philippine Lucas,27,Bordeaux,66760,Célibataire
Isaac Turpin,61,Lyon,75718,Divorcé(e)
Claire Boulanger,19,Marseille,64629,Célibataire
